	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	platform	protocol	source_name	tissue	output	id
157	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332772	GEO	public	sra	ncbi	SRX2989379	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	52	19	Danio rerio	ILLUMINA	2017-08-07	SRR5810827	SRS2341302	SRP111340	GSM2696246			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810827
158	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332771	GEO	public	sra	ncbi	SRX2989380	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	40	16	Danio rerio	ILLUMINA	2017-08-07	SRR5810828	SRS2341303	SRP111340	GSM2696247			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810828
159	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332770	GEO	public	sra	ncbi	SRX2989381	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	72	28	Danio rerio	ILLUMINA	2017-08-07	SRR5810829	SRS2341304	SRP111340	GSM2696248			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810829
160	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332769	GEO	public	sra	ncbi	SRX2989382	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	27	11	Danio rerio	ILLUMINA	2017-08-07	SRR5810830	SRS2341305	SRP111340	GSM2696249			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810830
161	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332768	GEO	public	sra	ncbi	SRX2989383	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	45	17	Danio rerio	ILLUMINA	2017-08-07	SRR5810831	SRS2341307	SRP111340	GSM2696250			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810831
162	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332767	GEO	public	sra	ncbi	SRX2989384	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	24	10	Danio rerio	ILLUMINA	2017-08-07	SRR5810832	SRS2341306	SRP111340	GSM2696251			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810832
163	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332766	GEO	public	sra	ncbi	SRX2989385	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	27	11	Danio rerio	ILLUMINA	2017-08-07	SRR5810833	SRS2341308	SRP111340	GSM2696252			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810833
164	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332765	GEO	public	sra	ncbi	SRX2989386	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	76	28	Danio rerio	ILLUMINA	2017-08-07	SRR5810834	SRS2341309	SRP111340	GSM2696253			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810834
165	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332764	GEO	public	sra	ncbi	SRX2989387	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	22	9	Danio rerio	ILLUMINA	2017-08-07	SRR5810835	SRS2341310	SRP111340	GSM2696254			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810835
166	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332763	GEO	public	sra	ncbi	SRX2989388	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	34	14	Danio rerio	ILLUMINA	2017-08-07	SRR5810836	SRS2341311	SRP111340	GSM2696255			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810836
167	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332762	GEO	public	sra	ncbi	SRX2989389	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	32	13	Danio rerio	ILLUMINA	2017-08-07	SRR5810837	SRS2341312	SRP111340	GSM2696256			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810837
168	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332761	GEO	public	sra	ncbi	SRX2989390	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	43	16	Danio rerio	ILLUMINA	2017-08-07	SRR5810838	SRS2341314	SRP111340	GSM2696257			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810838
169	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332760	GEO	public	sra	ncbi	SRX2989391	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	35	14	Danio rerio	ILLUMINA	2017-08-07	SRR5810839	SRS2341313	SRP111340	GSM2696258			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810839
170	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332759	GEO	public	sra	ncbi	SRX2989392	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	38	15	Danio rerio	ILLUMINA	2017-08-07	SRR5810840	SRS2341315	SRP111340	GSM2696259			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810840
171	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332758	GEO	public	sra	ncbi	SRX2989393	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	21	8	Danio rerio	ILLUMINA	2017-08-07	SRR5810841	SRS2341316	SRP111340	GSM2696260			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810841
172	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332757	GEO	public	sra	ncbi	SRX2989394	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	53	20	Danio rerio	ILLUMINA	2017-08-07	SRR5810842	SRS2341317	SRP111340	GSM2696261			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810842
173	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332756	GEO	public	sra	ncbi	SRX2989395	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	18	8	Danio rerio	ILLUMINA	2017-08-07	SRR5810843	SRS2341318	SRP111340	GSM2696262			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810843
174	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332755	GEO	public	sra	ncbi	SRX2989396	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	30	13	Danio rerio	ILLUMINA	2017-08-07	SRR5810844	SRS2341319	SRP111340	GSM2696263			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810844
175	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332754	GEO	public	sra	ncbi	SRX2989397	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	22	11	Danio rerio	ILLUMINA	2017-08-07	SRR5810845	SRS2341320	SRP111340	GSM2696264			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810845
176	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332753	GEO	public	sra	ncbi	SRX2989398	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	44	17	Danio rerio	ILLUMINA	2017-08-07	SRR5810846	SRS2341321	SRP111340	GSM2696265			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810846
177	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332752	GEO	public	sra	ncbi	SRX2989399	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	15	7	Danio rerio	ILLUMINA	2017-08-07	SRR5810847	SRS2341322	SRP111340	GSM2696266			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810847
178	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332751	GEO	public	sra	ncbi	SRX2989400	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	81	29	Danio rerio	ILLUMINA	2017-08-07	SRR5810848	SRS2341323	SRP111340	GSM2696267			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810848
179	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332750	GEO	public	sra	ncbi	SRX2989401	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	33	13	Danio rerio	ILLUMINA	2017-08-07	SRR5810849	SRS2341324	SRP111340	GSM2696268			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810849
180	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332749	GEO	public	sra	ncbi	SRX2989402	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	77	28	Danio rerio	ILLUMINA	2017-08-07	SRR5810850	SRS2341325	SRP111340	GSM2696269			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810850
181	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332746	GEO	public	sra	ncbi	SRX2989403	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	25	11	Danio rerio	ILLUMINA	2017-08-07	SRR5810851	SRS2341326	SRP111340	GSM2696270			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810851
182	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332745	GEO	public	sra	ncbi	SRX2989404	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	61	25	Danio rerio	ILLUMINA	2017-08-07	SRR5810852	SRS2341327	SRP111340	GSM2696271			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810852
183	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332744	GEO	public	sra	ncbi	SRX2989405	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	10	5	Danio rerio	ILLUMINA	2017-08-07	SRR5810853	SRS2341328	SRP111340	GSM2696272			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810853
184	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332743	GEO	public	sra	ncbi	SRX2989406	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	45	17	Danio rerio	ILLUMINA	2017-08-07	SRR5810854	SRS2341329	SRP111340	GSM2696273			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810854
185	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332742	GEO	public	sra	ncbi	SRX2989407	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	68	25	Danio rerio	ILLUMINA	2017-08-07	SRR5810855	SRS2341330	SRP111340	GSM2696274			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810855
186	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332741	GEO	public	sra	ncbi	SRX2989408	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	21	9	Danio rerio	ILLUMINA	2017-08-07	SRR5810856	SRS2341331	SRP111340	GSM2696275			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810856
187	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332747	GEO	public	sra	ncbi	SRX2989409	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	100	36	Danio rerio	ILLUMINA	2017-08-07	SRR5810857	SRS2341333	SRP111340	GSM2696276			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810857
188	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332748	GEO	public	sra	ncbi	SRX2989410	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	69	25	Danio rerio	ILLUMINA	2017-08-07	SRR5810858	SRS2341332	SRP111340	GSM2696277			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810858
189	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332740	GEO	public	sra	ncbi	SRX2989411	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	79	29	Danio rerio	ILLUMINA	2017-08-07	SRR5810859	SRS2341334	SRP111340	GSM2696278			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810859
190	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332739	GEO	public	sra	ncbi	SRX2989412	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	74	27	Danio rerio	ILLUMINA	2017-08-07	SRR5810860	SRS2341335	SRP111340	GSM2696279			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810860
191	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332738	GEO	public	sra	ncbi	SRX2989413	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	52	21	Danio rerio	ILLUMINA	2017-08-07	SRR5810861	SRS2341336	SRP111340	GSM2696280			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810861
192	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332737	GEO	public	sra	ncbi	SRX2989414	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	106	37	Danio rerio	ILLUMINA	2017-08-07	SRR5810862	SRS2341337	SRP111340	GSM2696281			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810862
193	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332736	GEO	public	sra	ncbi	SRX2989415	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	60	21	Danio rerio	ILLUMINA	2017-08-07	SRR5810863	SRS2341338	SRP111340	GSM2696282			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810863
194	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332735	GEO	public	sra	ncbi	SRX2989416	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	95	35	Danio rerio	ILLUMINA	2017-08-07	SRR5810864	SRS2341339	SRP111340	GSM2696283			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810864
195	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332734	GEO	public	sra	ncbi	SRX2989417	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	84	30	Danio rerio	ILLUMINA	2017-08-07	SRR5810865	SRS2341341	SRP111340	GSM2696284			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810865
196	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332733	GEO	public	sra	ncbi	SRX2989418	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	84	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810866	SRS2341340	SRP111340	GSM2696285			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810866
197	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332732	GEO	public	sra	ncbi	SRX2989419	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	74	27	Danio rerio	ILLUMINA	2017-08-07	SRR5810867	SRS2341342	SRP111340	GSM2696286			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810867
198	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332731	GEO	public	sra	ncbi	SRX2989420	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	72	25	Danio rerio	ILLUMINA	2017-08-07	SRR5810868	SRS2341343	SRP111340	GSM2696287			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810868
199	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332730	GEO	public	sra	ncbi	SRX2989421	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	75	27	Danio rerio	ILLUMINA	2017-08-07	SRR5810869	SRS2341344	SRP111340	GSM2696288			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810869
200	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332729	GEO	public	sra	ncbi	SRX2989422	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	61	22	Danio rerio	ILLUMINA	2017-08-07	SRR5810870	SRS2341345	SRP111340	GSM2696289			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810870
201	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332728	GEO	public	sra	ncbi	SRX2989423	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	27	11	Danio rerio	ILLUMINA	2017-08-07	SRR5810871	SRS2341346	SRP111340	GSM2696290			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810871
202	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332727	GEO	public	sra	ncbi	SRX2989424	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	77	28	Danio rerio	ILLUMINA	2017-08-07	SRR5810872	SRS2341347	SRP111340	GSM2696291			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810872
203	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332797	GEO	public	sra	ncbi	SRX2989425	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	10	5	Danio rerio	ILLUMINA	2017-08-07	SRR5810873	SRS2341349	SRP111340	GSM2696292			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810873
204	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332796	GEO	public	sra	ncbi	SRX2989426	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	98	36	Danio rerio	ILLUMINA	2017-08-07	SRR5810874	SRS2341348	SRP111340	GSM2696293			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810874
205	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332795	GEO	public	sra	ncbi	SRX2989427	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	9	4	Danio rerio	ILLUMINA	2017-08-07	SRR5810875	SRS2341350	SRP111340	GSM2696294			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810875
206	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332794	GEO	public	sra	ncbi	SRX2989428	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	113	40	Danio rerio	ILLUMINA	2017-08-07	SRR5810876	SRS2341351	SRP111340	GSM2696295			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810876
207	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332793	GEO	public	sra	ncbi	SRX2989429	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	82	29	Danio rerio	ILLUMINA	2017-08-07	SRR5810877	SRS2341352	SRP111340	GSM2696296			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810877
208	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332792	GEO	public	sra	ncbi	SRX2989430	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	147	48	Danio rerio	ILLUMINA	2017-08-07	SRR5810878	SRS2341353	SRP111340	GSM2696297			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810878
209	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332791	GEO	public	sra	ncbi	SRX2989431	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	75	27	Danio rerio	ILLUMINA	2017-08-07	SRR5810879	SRS2341354	SRP111340	GSM2696298			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810879
210	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332790	GEO	public	sra	ncbi	SRX2989432	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	21	9	Danio rerio	ILLUMINA	2017-08-07	SRR5810880	SRS2341355	SRP111340	GSM2696299			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810880
211	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332789	GEO	public	sra	ncbi	SRX2989433	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	68	25	Danio rerio	ILLUMINA	2017-08-07	SRR5810881	SRS2341357	SRP111340	GSM2696300			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810881
