Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cd10	cd135	cd34	cd38	cd45ra	cd49f	cd7	cd90	facs_time	fsc_a	fsc_h	fsc_w	genotype	lin	platform	protocol	source_name	ssc_a	ssc_h	ssc_w	strain	tissue	Run_s
RNA-Seq		200	PRJNA304408	SAMN04300419	GEO	public	sra	ncbi	SRX1454369	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	280	186	Homo sapiens	ILLUMINA	2017-01-19	SRR2964108	SRS1182200	SRP066781	GSM1956161		449.0	1135.0	6194.0	-115.0	228.0	740.0	326.0	-82.0	18265.0	85419.0	83453.0	67080.0		221.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	42480.0	41769.0	66652.0			SRR2964108
RNA-Seq		200	PRJNA304408	SAMN04300419	GEO	public	sra	ncbi	SRX1454369	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	301	203	Homo sapiens	ILLUMINA	2017-01-19	SRR2964109	SRS1182200	SRP066781	GSM1956161		449.0	1135.0	6194.0	-115.0	228.0	740.0	326.0	-82.0	18265.0	85419.0	83453.0	67080.0		221.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	42480.0	41769.0	66652.0			SRR2964109
RNA-Seq		200	PRJNA304408	SAMN04300420	GEO	public	sra	ncbi	SRX1454370	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	43	29	Homo sapiens	ILLUMINA	2017-01-19	SRR2964110	SRS1182199	SRP066781	GSM1956162		936.0	3291.0	7045.0	513.0	366.0	644.0	295.0	863.0	18465.0	106560.0	97704.0	71476.0		563.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	58324.0	58636.0	65187.0			SRR2964110
RNA-Seq		200	PRJNA304408	SAMN04300420	GEO	public	sra	ncbi	SRX1454370	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	45	31	Homo sapiens	ILLUMINA	2017-01-19	SRR2964111	SRS1182199	SRP066781	GSM1956162		936.0	3291.0	7045.0	513.0	366.0	644.0	295.0	863.0	18465.0	106560.0	97704.0	71476.0		563.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	58324.0	58636.0	65187.0			SRR2964111
RNA-Seq		200	PRJNA304408	SAMN04300421	GEO	public	sra	ncbi	SRX1454371	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	72	49	Homo sapiens	ILLUMINA	2017-01-19	SRR2964112	SRS1182198	SRP066781	GSM1956163		1207.0	6988.0	7255.0	350.0	361.0	607.0	-92.0	622.0	18676.0	110920.0	116464.0	62416.0		192.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	49123.0	47732.0	67446.0			SRR2964112
RNA-Seq		200	PRJNA304408	SAMN04300421	GEO	public	sra	ncbi	SRX1454371	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	84	57	Homo sapiens	ILLUMINA	2017-01-19	SRR2964113	SRS1182198	SRP066781	GSM1956163		1207.0	6988.0	7255.0	350.0	361.0	607.0	-92.0	622.0	18676.0	110920.0	116464.0	62416.0		192.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	49123.0	47732.0	67446.0			SRR2964113
RNA-Seq		200	PRJNA304408	SAMN04300422	GEO	public	sra	ncbi	SRX1454372	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	65	44	Homo sapiens	ILLUMINA	2017-01-19	SRR2964114	SRS1182197	SRP066781	GSM1956164		1109.0	892.0	8259.0	205.0	262.0	987.0	-16.0	1088.0	18879.0	110983.0	114525.0	63509.0		34.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56378.0	56105.0	65855.0			SRR2964114
RNA-Seq		200	PRJNA304408	SAMN04300422	GEO	public	sra	ncbi	SRX1454372	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	64	45	Homo sapiens	ILLUMINA	2017-01-19	SRR2964115	SRS1182197	SRP066781	GSM1956164		1109.0	892.0	8259.0	205.0	262.0	987.0	-16.0	1088.0	18879.0	110983.0	114525.0	63509.0		34.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	56378.0	56105.0	65855.0			SRR2964115
RNA-Seq		200	PRJNA304408	SAMN04300424	GEO	public	sra	ncbi	SRX1454373	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	68	46	Homo sapiens	ILLUMINA	2017-01-19	SRR2964116	SRS1182195	SRP066781	GSM1956165		514.0	4042.0	5873.0	278.0	266.0	195.0	234.0	5488.0	19083.0	115562.0	110164.0	68747.0		400.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	55529.0	53156.0	68461.0			SRR2964116
RNA-Seq		200	PRJNA304408	SAMN04300424	GEO	public	sra	ncbi	SRX1454373	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	78	53	Homo sapiens	ILLUMINA	2017-01-19	SRR2964117	SRS1182195	SRP066781	GSM1956165		514.0	4042.0	5873.0	278.0	266.0	195.0	234.0	5488.0	19083.0	115562.0	110164.0	68747.0		400.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	55529.0	53156.0	68461.0			SRR2964117
RNA-Seq		200	PRJNA304408	SAMN04300425	GEO	public	sra	ncbi	SRX1454374	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	71	48	Homo sapiens	ILLUMINA	2017-01-19	SRR2964118	SRS1182194	SRP066781	GSM1956166		578.0	1928.0	5580.0	471.0	250.0	351.0	241.0	931.0	19302.0	109375.0	104698.0	68463.0		54.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	49543.0	50282.0	64572.0			SRR2964118
RNA-Seq		200	PRJNA304408	SAMN04300425	GEO	public	sra	ncbi	SRX1454374	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	84	58	Homo sapiens	ILLUMINA	2017-01-19	SRR2964119	SRS1182194	SRP066781	GSM1956166		578.0	1928.0	5580.0	471.0	250.0	351.0	241.0	931.0	19302.0	109375.0	104698.0	68463.0		54.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	49543.0	50282.0	64572.0			SRR2964119
RNA-Seq		200	PRJNA304408	SAMN04300426	GEO	public	sra	ncbi	SRX1454375	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	55	37	Homo sapiens	ILLUMINA	2017-01-19	SRR2964120	SRS1182196	SRP066781	GSM1956167		8296.0	4352.0	6631.0	886.0	2639.0	783.0	236.0	549.0	19499.0	116353.0	112088.0	68030.0		-115.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	66380.0	63640.0	68358.0			SRR2964120
RNA-Seq		200	PRJNA304408	SAMN04300426	GEO	public	sra	ncbi	SRX1454375	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	61	41	Homo sapiens	ILLUMINA	2017-01-19	SRR2964121	SRS1182196	SRP066781	GSM1956167		8296.0	4352.0	6631.0	886.0	2639.0	783.0	236.0	549.0	19499.0	116353.0	112088.0	68030.0		-115.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	66380.0	63640.0	68358.0			SRR2964121
RNA-Seq		200	PRJNA304408	SAMN04300427	GEO	public	sra	ncbi	SRX1454376	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964122	SRS1182193	SRP066781	GSM1956168		908.0	4475.0	11056.0	453.0	190.0	628.0	274.0	2504.0	19691.0	130543.0	123717.0	69152.0		-10.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63712.0	61733.0	67637.0			SRR2964122
RNA-Seq		200	PRJNA304408	SAMN04300427	GEO	public	sra	ncbi	SRX1454376	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964123	SRS1182193	SRP066781	GSM1956168		908.0	4475.0	11056.0	453.0	190.0	628.0	274.0	2504.0	19691.0	130543.0	123717.0	69152.0		-10.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63712.0	61733.0	67637.0			SRR2964123
RNA-Seq		200	PRJNA304408	SAMN04300428	GEO	public	sra	ncbi	SRX1454377	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964124	SRS1182192	SRP066781	GSM1956169		1143.0	2704.0	11128.0	265.0	205.0	320.0	-33.0	833.0	22264.0	118439.0	113224.0	68554.0		-238.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	59627.0	57992.0	67384.0			SRR2964124
RNA-Seq		200	PRJNA304408	SAMN04300428	GEO	public	sra	ncbi	SRX1454377	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964125	SRS1182192	SRP066781	GSM1956169		1143.0	2704.0	11128.0	265.0	205.0	320.0	-33.0	833.0	22264.0	118439.0	113224.0	68554.0		-238.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	59627.0	57992.0	67384.0			SRR2964125
RNA-Seq		200	PRJNA304408	SAMN04300429	GEO	public	sra	ncbi	SRX1454378	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964126	SRS1182190	SRP066781	GSM1956170		373.0	1056.0	10686.0	-94.0	-43.0	95.0	701.0	1701.0	22059.0	91290.0	89793.0	66629.0		-66.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	66496.0	63281.0	68865.0			SRR2964126
RNA-Seq		200	PRJNA304408	SAMN04300429	GEO	public	sra	ncbi	SRX1454378	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964127	SRS1182190	SRP066781	GSM1956170		373.0	1056.0	10686.0	-94.0	-43.0	95.0	701.0	1701.0	22059.0	91290.0	89793.0	66629.0		-66.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	66496.0	63281.0	68865.0			SRR2964127
RNA-Seq		200	PRJNA304408	SAMN04300430	GEO	public	sra	ncbi	SRX1454379	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	190	126	Homo sapiens	ILLUMINA	2017-01-19	SRR2964128	SRS1182191	SRP066781	GSM1956171		1113.0	3176.0	15951.0	-371.0	371.0	524.0	192.0	7497.0	21844.0	127770.0	123258.0	67935.0		1186.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61582.0	59582.0	67736.0			SRR2964128
RNA-Seq		200	PRJNA304408	SAMN04300430	GEO	public	sra	ncbi	SRX1454379	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	221	149	Homo sapiens	ILLUMINA	2017-01-19	SRR2964129	SRS1182191	SRP066781	GSM1956171		1113.0	3176.0	15951.0	-371.0	371.0	524.0	192.0	7497.0	21844.0	127770.0	123258.0	67935.0		1186.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61582.0	59582.0	67736.0			SRR2964129
RNA-Seq		200	PRJNA304408	SAMN04300961	GEO	public	sra	ncbi	SRX1454380	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964130	SRS1181509	SRP066781	GSM1956172		626.0	3025.0	7426.0	203.0	38.0	278.0	495.0	1565.0	21644.0	112009.0	119103.0	61633.0		-571.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57901.0	54495.0	69632.0			SRR2964130
RNA-Seq		200	PRJNA304408	SAMN04300961	GEO	public	sra	ncbi	SRX1454380	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964131	SRS1181509	SRP066781	GSM1956172		626.0	3025.0	7426.0	203.0	38.0	278.0	495.0	1565.0	21644.0	112009.0	119103.0	61633.0		-571.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57901.0	54495.0	69632.0			SRR2964131
RNA-Seq		200	PRJNA304408	SAMN04300423	GEO	public	sra	ncbi	SRX1454381	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	47	31	Homo sapiens	ILLUMINA	2017-01-19	SRR2964132	SRS1182189	SRP066781	GSM1956173		625.0	11978.0	6414.0	431.0	565.0	1511.0	258.0	135.0	21449.0	105429.0	100440.0	68792.0		273.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	60557.0	58952.0	67320.0			SRR2964132
RNA-Seq		200	PRJNA304408	SAMN04300423	GEO	public	sra	ncbi	SRX1454381	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	56	37	Homo sapiens	ILLUMINA	2017-01-19	SRR2964133	SRS1182189	SRP066781	GSM1956173		625.0	11978.0	6414.0	431.0	565.0	1511.0	258.0	135.0	21449.0	105429.0	100440.0	68792.0		273.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	60557.0	58952.0	67320.0			SRR2964133
RNA-Seq		200	PRJNA304408	SAMN04300962	GEO	public	sra	ncbi	SRX1454382	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964134	SRS1182188	SRP066781	GSM1956174		905.0	1775.0	4508.0	671.0	77.0	250.0	-211.0	435.0	21238.0	134226.0	129888.0	67725.0		481.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	55847.0	55136.0	66381.0			SRR2964134
RNA-Seq		200	PRJNA304408	SAMN04300962	GEO	public	sra	ncbi	SRX1454382	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964135	SRS1182188	SRP066781	GSM1956174		905.0	1775.0	4508.0	671.0	77.0	250.0	-211.0	435.0	21238.0	134226.0	129888.0	67725.0		481.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	55847.0	55136.0	66381.0			SRR2964135
RNA-Seq		200	PRJNA304408	SAMN04300963	GEO	public	sra	ncbi	SRX1454383	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	69	46	Homo sapiens	ILLUMINA	2017-01-19	SRR2964136	SRS1182187	SRP066781	GSM1956175		606.0	3812.0	7820.0	441.0	2776.0	566.0	641.0	3433.0	21044.0	113719.0	111896.0	66604.0		457.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63443.0	63800.0	65170.0			SRR2964136
RNA-Seq		200	PRJNA304408	SAMN04300963	GEO	public	sra	ncbi	SRX1454383	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	83	57	Homo sapiens	ILLUMINA	2017-01-19	SRR2964137	SRS1182187	SRP066781	GSM1956175		606.0	3812.0	7820.0	441.0	2776.0	566.0	641.0	3433.0	21044.0	113719.0	111896.0	66604.0		457.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	63443.0	63800.0	65170.0			SRR2964137
RNA-Seq		200	PRJNA304408	SAMN04300964	GEO	public	sra	ncbi	SRX1454384	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964138	SRS1182186	SRP066781	GSM1956176		762.0	1580.0	4592.0	992.0	200.0	563.0	95.0	356.0	20854.0	118889.0	118237.0	65897.0		404.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	53788.0	53657.0	65696.0			SRR2964138
RNA-Seq		200	PRJNA304408	SAMN04300964	GEO	public	sra	ncbi	SRX1454384	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964139	SRS1182186	SRP066781	GSM1956176		762.0	1580.0	4592.0	992.0	200.0	563.0	95.0	356.0	20854.0	118889.0	118237.0	65897.0		404.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	53788.0	53657.0	65696.0			SRR2964139
RNA-Seq		200	PRJNA304408	SAMN04300965	GEO	public	sra	ncbi	SRX1454385	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	6	4	Homo sapiens	ILLUMINA	2017-01-19	SRR2964140	SRS1182185	SRP066781	GSM1956177		1145.0	5535.0	8487.0	905.0	1704.0	978.0	161.0	141.0	20630.0	117100.0	109672.0	69974.0		656.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	69475.0	69388.0	65619.0			SRR2964140
RNA-Seq		200	PRJNA304408	SAMN04300965	GEO	public	sra	ncbi	SRX1454385	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	6	4	Homo sapiens	ILLUMINA	2017-01-19	SRR2964141	SRS1182185	SRP066781	GSM1956177		1145.0	5535.0	8487.0	905.0	1704.0	978.0	161.0	141.0	20630.0	117100.0	109672.0	69974.0		656.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	69475.0	69388.0	65619.0			SRR2964141
RNA-Seq		200	PRJNA304408	SAMN04300966	GEO	public	sra	ncbi	SRX1454386	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	513	346	Homo sapiens	ILLUMINA	2017-01-19	SRR2964142	SRS1182184	SRP066781	GSM1956178		1145.0	5173.0	9234.0	924.0	863.0	454.0	120.0	286.0	20318.0	127315.0	121364.0	68750.0		-61.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61030.0	58436.0	68445.0			SRR2964142
RNA-Seq		200	PRJNA304408	SAMN04300966	GEO	public	sra	ncbi	SRX1454386	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	558	384	Homo sapiens	ILLUMINA	2017-01-19	SRR2964143	SRS1182184	SRP066781	GSM1956178		1145.0	5173.0	9234.0	924.0	863.0	454.0	120.0	286.0	20318.0	127315.0	121364.0	68750.0		-61.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61030.0	58436.0	68445.0			SRR2964143
RNA-Seq		200	PRJNA304408	SAMN04300967	GEO	public	sra	ncbi	SRX1454387	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964144	SRS1182183	SRP066781	GSM1956179		68413.0	8221.0	5969.0	584.0	6883.0	211.0	378.0	1668.0	20112.0	85918.0	90551.0	62183.0		116.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	41768.0	42119.0	64991.0			SRR2964144
RNA-Seq		200	PRJNA304408	SAMN04300967	GEO	public	sra	ncbi	SRX1454387	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2964145	SRS1182183	SRP066781	GSM1956179		68413.0	8221.0	5969.0	584.0	6883.0	211.0	378.0	1668.0	20112.0	85918.0	90551.0	62183.0		116.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	41768.0	42119.0	64991.0			SRR2964145
RNA-Seq		200	PRJNA304408	SAMN04300968	GEO	public	sra	ncbi	SRX1454388	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	7	4	Homo sapiens	ILLUMINA	2017-01-19	SRR2964146	SRS1182181	SRP066781	GSM1956180		531.0	3137.0	3596.0	1069.0	3593.0	1174.0	184.0	-15.0	19907.0	123337.0	125636.0	64337.0		112.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	53993.0	51744.0	68384.0			SRR2964146
RNA-Seq		200	PRJNA304408	SAMN04300968	GEO	public	sra	ncbi	SRX1454388	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	7	4	Homo sapiens	ILLUMINA	2017-01-19	SRR2964147	SRS1182181	SRP066781	GSM1956180		531.0	3137.0	3596.0	1069.0	3593.0	1174.0	184.0	-15.0	19907.0	123337.0	125636.0	64337.0		112.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	53993.0	51744.0	68384.0			SRR2964147
RNA-Seq		200	PRJNA304408	SAMN04300969	GEO	public	sra	ncbi	SRX1454389	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	13	8	Homo sapiens	ILLUMINA	2017-01-19	SRR2964148	SRS1182182	SRP066781	GSM1956181		726.0	16683.0	5947.0	5528.0	10533.0	1313.0	-194.0	324.0	2416.0	117896.0	121349.0	63671.0		-109.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	70024.0	66993.0	68501.0			SRR2964148
RNA-Seq		200	PRJNA304408	SAMN04300969	GEO	public	sra	ncbi	SRX1454389	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	28	19	Homo sapiens	ILLUMINA	2017-01-19	SRR2964149	SRS1182182	SRP066781	GSM1956181		726.0	16683.0	5947.0	5528.0	10533.0	1313.0	-194.0	324.0	2416.0	117896.0	121349.0	63671.0		-109.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	70024.0	66993.0	68501.0			SRR2964149
RNA-Seq		200	PRJNA304408	SAMN04300969	GEO	public	sra	ncbi	SRX1454389	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	28	18	Homo sapiens	ILLUMINA	2017-01-19	SRR2964150	SRS1182182	SRP066781	GSM1956181		726.0	16683.0	5947.0	5528.0	10533.0	1313.0	-194.0	324.0	2416.0	117896.0	121349.0	63671.0		-109.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	70024.0	66993.0	68501.0			SRR2964150
RNA-Seq		200	PRJNA304408	SAMN04300970	GEO	public	sra	ncbi	SRX1454390	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	25	15	Homo sapiens	ILLUMINA	2017-01-19	SRR2964151	SRS1182179	SRP066781	GSM1956182		9056.0	10456.0	4528.0	4637.0	6403.0	489.0	276.0	71.0	2708.0	101652.0	96113.0	69313.0		111.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	48716.0	47313.0	67479.0			SRR2964151
RNA-Seq		200	PRJNA304408	SAMN04300970	GEO	public	sra	ncbi	SRX1454390	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	53	35	Homo sapiens	ILLUMINA	2017-01-19	SRR2964152	SRS1182179	SRP066781	GSM1956182		9056.0	10456.0	4528.0	4637.0	6403.0	489.0	276.0	71.0	2708.0	101652.0	96113.0	69313.0		111.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	48716.0	47313.0	67479.0			SRR2964152
RNA-Seq		200	PRJNA304408	SAMN04300970	GEO	public	sra	ncbi	SRX1454390	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	52	34	Homo sapiens	ILLUMINA	2017-01-19	SRR2964153	SRS1182179	SRP066781	GSM1956182		9056.0	10456.0	4528.0	4637.0	6403.0	489.0	276.0	71.0	2708.0	101652.0	96113.0	69313.0		111.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	48716.0	47313.0	67479.0			SRR2964153
RNA-Seq		200	PRJNA304408	SAMN04300971	GEO	public	sra	ncbi	SRX1454391	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	13	8	Homo sapiens	ILLUMINA	2017-01-19	SRR2964154	SRS1182180	SRP066781	GSM1956183		673.0	2931.0	7118.0	2762.0	262.0	340.0	248.0	32.0	2917.0	96555.0	97933.0	64614.0		528.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	64863.0	65273.0	65125.0			SRR2964154
RNA-Seq		200	PRJNA304408	SAMN04300971	GEO	public	sra	ncbi	SRX1454391	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	26	18	Homo sapiens	ILLUMINA	2017-01-19	SRR2964155	SRS1182180	SRP066781	GSM1956183		673.0	2931.0	7118.0	2762.0	262.0	340.0	248.0	32.0	2917.0	96555.0	97933.0	64614.0		528.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	64863.0	65273.0	65125.0			SRR2964155
RNA-Seq		200	PRJNA304408	SAMN04300971	GEO	public	sra	ncbi	SRX1454391	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	26	17	Homo sapiens	ILLUMINA	2017-01-19	SRR2964156	SRS1182180	SRP066781	GSM1956183		673.0	2931.0	7118.0	2762.0	262.0	340.0	248.0	32.0	2917.0	96555.0	97933.0	64614.0		528.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	64863.0	65273.0	65125.0			SRR2964156
RNA-Seq		200	PRJNA304408	SAMN04300972	GEO	public	sra	ncbi	SRX1454392	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	15	9	Homo sapiens	ILLUMINA	2017-01-19	SRR2964157	SRS1182178	SRP066781	GSM1956184		1092.0	4076.0	8699.0	2188.0	4980.0	977.0	-9.0	61.0	3159.0	114577.0	109873.0	68342.0		147.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	75469.0	69761.0	70898.0			SRR2964157
RNA-Seq		200	PRJNA304408	SAMN04300972	GEO	public	sra	ncbi	SRX1454392	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	33	22	Homo sapiens	ILLUMINA	2017-01-19	SRR2964158	SRS1182178	SRP066781	GSM1956184		1092.0	4076.0	8699.0	2188.0	4980.0	977.0	-9.0	61.0	3159.0	114577.0	109873.0	68342.0		147.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	75469.0	69761.0	70898.0			SRR2964158
RNA-Seq		200	PRJNA304408	SAMN04300972	GEO	public	sra	ncbi	SRX1454392	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	32	22	Homo sapiens	ILLUMINA	2017-01-19	SRR2964159	SRS1182178	SRP066781	GSM1956184		1092.0	4076.0	8699.0	2188.0	4980.0	977.0	-9.0	61.0	3159.0	114577.0	109873.0	68342.0		147.0		smartseq2_quartzseq	Lin-CD34+CD38+ bone marrow	75469.0	69761.0	70898.0			SRR2964159
