AvgSpotLen	BioProject	BioSample	Experiment	Instrument	LibraryLayout	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_Study	Sample_Name	source_name	Assay_Type	AssemblyName	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	tissue
75	PRJNA393431	SAMN07332672	SRX2989474	NextSeq 500	PAIRED	2017-07-14	76	28	SRR5810922	SRS2341396	SRP111340	GSM2696341	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332671	SRX2989475	NextSeq 500	PAIRED	2017-07-14	5	3	SRR5810923	SRS2341399	SRP111340	GSM2696342	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332670	SRX2989476	NextSeq 500	PAIRED	2017-07-14	17	8	SRR5810924	SRS2341397	SRP111340	GSM2696343	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332783	SRX2989477	NextSeq 500	PAIRED	2017-07-14	111	41	SRR5810925	SRS2341400	SRP111340	GSM2696344	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332782	SRX2989478	NextSeq 500	PAIRED	2017-07-14	60	23	SRR5810926	SRS2341401	SRP111340	GSM2696345	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332781	SRX2989479	NextSeq 500	PAIRED	2017-07-14	91	34	SRR5810927	SRS2341402	SRP111340	GSM2696346	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332780	SRX2989480	NextSeq 500	PAIRED	2017-07-14	45	19	SRR5810928	SRS2341403	SRP111340	GSM2696347	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332779	SRX2989481	NextSeq 500	PAIRED	2017-07-14	61	24	SRR5810929	SRS2341404	SRP111340	GSM2696348	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332778	SRX2989482	NextSeq 500	PAIRED	2017-07-14	105	41	SRR5810930	SRS2341406	SRP111340	GSM2696349	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332777	SRX2989483	NextSeq 500	PAIRED	2017-07-14	76	30	SRR5810931	SRS2341405	SRP111340	GSM2696350	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332807	SRX2989488	Illumina HiSeq 2000	PAIRED	2017-07-07	1308	634	SRR5810938	SRS2341411	SRP111341	GSM2696351	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332806	SRX2989489	Illumina HiSeq 2000	PAIRED	2017-07-07	1115	542	SRR5810939	SRS2341412	SRP111341	GSM2696352	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332805	SRX2989490	Illumina HiSeq 2000	PAIRED	2017-07-07	1165	576	SRR5810940	SRS2341413	SRP111341	GSM2696353	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332804	SRX2989491	Illumina HiSeq 2000	PAIRED	2017-07-07	1091	534	SRR5810941	SRS2341414	SRP111341	GSM2696354	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332803	SRX2989492	Illumina HiSeq 2000	PAIRED	2017-07-07	1235	609	SRR5810942	SRS2341415	SRP111341	GSM2696355	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332802	SRX2989493	Illumina HiSeq 2000	PAIRED	2017-07-07	1035	494	SRR5810943	SRS2341416	SRP111341	GSM2696356	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332801	SRX2989494	Illumina HiSeq 2000	PAIRED	2017-07-07	1131	537	SRR5810944	SRS2341418	SRP111341	GSM2696357	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332800	SRX2989495	Illumina HiSeq 2000	PAIRED	2017-07-07	1185	556	SRR5810945	SRS2341417	SRP111341	GSM2696358	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332799	SRX2989496	Illumina HiSeq 2000	PAIRED	2017-07-07	846	399	SRR5810946	SRS2341419	SRP111341	GSM2696359	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332798	SRX2989497	Illumina HiSeq 2000	PAIRED	2017-07-07	630	295	SRR5810947	SRS2341420	SRP111341	GSM2696360	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332809	SRX2989498	Illumina HiSeq 2000	PAIRED	2017-07-07	1052	501	SRR5810948	SRS2341422	SRP111341	GSM2696361	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
102	PRJNA393430	SAMN07332808	SRX2989499	Illumina HiSeq 2000	PAIRED	2017-07-07	763	372	SRR5810949	SRS2341423	SRP111341	GSM2696362	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
