Assay_Type	AvgSpotLen	BioProject	BioSample	DATASTORE_filetype	Experiment	LibrarySelection	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySource	Organism	Platform	ReleaseDate	source_name	tissue
ATAC-seq	152	PRJNA379613	SAMN06615257	sra unknown_contigs	SRX2651910	other	2017-03-17	29	10	SRR5355685	SRS2057102	SRP102089	GSM2542618	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615255	sra unknown_contigs	SRX2651912	other	2017-03-17	29	9	SRR5355687	SRS2057103	SRP102089	GSM2542620	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615258	sra unknown_contigs	SRX2651909	other	2017-03-17	40	13	SRR5355684	SRS2057104	SRP102089	GSM2542617	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616053	sra unknown_contigs	SRX2651913	other	2017-03-17	54	20	SRR5355688	SRS2057105	SRP102089	GSM2542621	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616052	sra unknown_contigs	SRX2651914	other	2017-03-17	52	19	SRR5355689	SRS2057106	SRP102089	GSM2542622	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616051	sra unknown_contigs	SRX2651915	other	2017-03-17	47	17	SRR5355690	SRS2057107	SRP102089	GSM2542623	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616049	sra unknown_contigs	SRX2651917	other	2017-03-17	30	11	SRR5355692	SRS2057108	SRP102089	GSM2542625	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616050	sra unknown_contigs	SRX2651916	other	2017-03-17	54	20	SRR5355691	SRS2057109	SRP102089	GSM2542624	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616047	sra unknown_contigs	SRX2651920	other	2017-03-17	54	20	SRR5355695	SRS2057110	SRP102089	GSM2542628	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616048	sra unknown_contigs	SRX2651918	other	2017-03-17	36	12	SRR5355693	SRS2057111	SRP102089	GSM2542626	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616046	sra unknown_contigs	SRX2651921	other	2017-03-17	41	14	SRR5355696	SRS2057112	SRP102089	GSM2542629	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616045	sra unknown_contigs	SRX2651922	other	2017-03-17	68	26	SRR5355697	SRS2057113	SRP102089	GSM2542630	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616044	sra unknown_contigs	SRX2651923	other	2017-03-17	45	18	SRR5355698	SRS2057114	SRP102089	GSM2542631	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616043	sra unknown_contigs	SRX2651924	other	2017-03-17	40	14	SRR5355699	SRS2057115	SRP102089	GSM2542632	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616042	sra unknown_contigs	SRX2651919	other	2017-03-17	64	23	SRR5355694	SRS2057116	SRP102089	GSM2542627	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616041	sra unknown_contigs	SRX2651925	other	2017-03-17	43	15	SRR5355700	SRS2057117	SRP102089	GSM2542633	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616039	sra unknown_contigs	SRX2651927	other	2017-03-17	55	21	SRR5355702	SRS2057118	SRP102089	GSM2542635	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616040	sra unknown_contigs	SRX2651926	other	2017-03-17	34	12	SRR5355701	SRS2057119	SRP102089	GSM2542634	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616037	sra unknown_contigs	SRX2651929	other	2017-03-17	65	26	SRR5355704	SRS2057120	SRP102089	GSM2542637	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616038	sra unknown_contigs	SRX2651928	other	2017-03-17	45	16	SRR5355703	SRS2057121	SRP102089	GSM2542636	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616036	sra	SRX2651930	other	2017-03-17	31	10	SRR5355705	SRS2057122	SRP102089	GSM2542638	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616034	sra unknown_contigs	SRX2651932	other	2017-03-17	42	15	SRR5355707	SRS2057123	SRP102089	GSM2542640	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616035	sra unknown_contigs	SRX2651931	other	2017-03-17	51	18	SRR5355706	SRS2057124	SRP102089	GSM2542639	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616033	sra unknown_contigs	SRX2651933	other	2017-03-17	56	20	SRR5355708	SRS2057125	SRP102089	GSM2542641	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616032	sra	SRX2651934	other	2017-03-17	32	11	SRR5355709	SRS2057126	SRP102089	GSM2542642	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616031	sra unknown_contigs	SRX2651935	other	2017-03-17	46	18	SRR5355710	SRS2057127	SRP102089	GSM2542643	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616030	sra unknown_contigs	SRX2651936	other	2017-03-17	32	11	SRR5355711	SRS2057128	SRP102089	GSM2542644	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616028	sra unknown_contigs	SRX2651938	other	2017-03-17	42	15	SRR5355713	SRS2057129	SRP102089	GSM2542646	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616029	sra unknown_contigs	SRX2651937	other	2017-03-17	52	19	SRR5355712	SRS2057130	SRP102089	GSM2542645	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616027	sra	SRX2651939	other	2017-03-17	41	14	SRR5355714	SRS2057131	SRP102089	GSM2542647	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616026	sra unknown_contigs	SRX2651940	other	2017-03-17	40	14	SRR5355715	SRS2057132	SRP102089	GSM2542648	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616025	sra unknown_contigs	SRX2651941	other	2017-03-17	30	11	SRR5355716	SRS2057133	SRP102089	GSM2542649	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616024	sra unknown_contigs	SRX2651942	other	2017-03-17	107	41	SRR5355717	SRS2057134	SRP102089	GSM2542650	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616001	sra	SRX2651943	other	2017-03-17	51	18	SRR5355718	SRS2057135	SRP102089	GSM2542651	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615999	sra unknown_contigs	SRX2651945	other	2017-03-17	44	15	SRR5355720	SRS2057136	SRP102089	GSM2542653	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615997	sra unknown_contigs	SRX2651947	other	2017-03-17	73	29	SRR5355722	SRS2057137	SRP102089	GSM2542655	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615995	sra unknown_contigs	SRX2651949	other	2017-03-17	49	18	SRR5355724	SRS2057138	SRP102089	GSM2542657	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615998	sra unknown_contigs	SRX2651946	other	2017-03-17	40	14	SRR5355721	SRS2057139	SRP102089	GSM2542654	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06616000	sra unknown_contigs	SRX2651944	other	2017-03-17	64	24	SRR5355719	SRS2057140	SRP102089	GSM2542652	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615996	sra unknown_contigs	SRX2651948	other	2017-03-17	35	12	SRR5355723	SRS2057141	SRP102089	GSM2542656	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615994	sra unknown_contigs	SRX2651950	other	2017-03-17	36	13	SRR5355725	SRS2057142	SRP102089	GSM2542658	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615993	sra unknown_contigs	SRX2651951	other	2017-03-17	47	18	SRR5355726	SRS2057143	SRP102089	GSM2542659	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615992	sra unknown_contigs	SRX2651952	other	2017-03-17	26	10	SRR5355727	SRS2057144	SRP102089	GSM2542660	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615990	sra unknown_contigs	SRX2651954	other	2017-03-17	23	7	SRR5355729	SRS2057145	SRP102089	GSM2542662	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615989	sra unknown_contigs	SRX2651955	other	2017-03-17	34	11	SRR5355730	SRS2057146	SRP102089	GSM2542663	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615987	sra unknown_contigs	SRX2651957	other	2017-03-17	35	11	SRR5355732	SRS2057147	SRP102089	GSM2542665	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615991	sra unknown_contigs	SRX2651953	other	2017-03-17	15	5	SRR5355728	SRS2057148	SRP102089	GSM2542661	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615988	sra unknown_contigs	SRX2651956	other	2017-03-17	67	26	SRR5355731	SRS2057149	SRP102089	GSM2542664	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615984	sra unknown_contigs	SRX2651960	other	2017-03-17	24	8	SRR5355735	SRS2057150	SRP102089	GSM2542668	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615983	sra unknown_contigs	SRX2651961	other	2017-03-17	50	18	SRR5355736	SRS2057151	SRP102089	GSM2542669	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615986	sra unknown_contigs	SRX2651958	other	2017-03-17	31	11	SRR5355733	SRS2057152	SRP102089	GSM2542666	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615980	sra unknown_contigs	SRX2651964	other	2017-03-17	63	24	SRR5355739	SRS2057153	SRP102089	GSM2542672	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615982	sra unknown_contigs	SRX2651962	other	2017-03-17	33	11	SRR5355737	SRS2057154	SRP102089	GSM2542670	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615985	sra unknown_contigs	SRX2651959	other	2017-03-17	42	17	SRR5355734	SRS2057155	SRP102089	GSM2542667	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615981	sra unknown_contigs	SRX2651963	other	2017-03-17	67	26	SRR5355738	SRS2057156	SRP102089	GSM2542671	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615978	sra unknown_contigs	SRX2651966	other	2017-03-17	41	15	SRR5355741	SRS2057157	SRP102089	GSM2542674	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615979	sra unknown_contigs	SRX2651965	other	2017-03-17	31	12	SRR5355740	SRS2057158	SRP102089	GSM2542673	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615977	sra unknown_contigs	SRX2651967	other	2017-03-17	38	13	SRR5355742	SRS2057159	SRP102089	GSM2542675	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615974	sra unknown_contigs	SRX2651970	other	2017-03-17	34	12	SRR5355745	SRS2057160	SRP102089	GSM2542678	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615973	sra unknown_contigs	SRX2651971	other	2017-03-17	48	19	SRR5355746	SRS2057161	SRP102089	GSM2542679	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615975	sra	SRX2651969	other	2017-03-17	48	17	SRR5355744	SRS2057162	SRP102089	GSM2542677	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615976	sra unknown_contigs	SRX2651968	other	2017-03-17	46	17	SRR5355743	SRS2057163	SRP102089	GSM2542676	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615972	sra unknown_contigs	SRX2651972	other	2017-03-17	17	5	SRR5355747	SRS2057164	SRP102089	GSM2542680	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615417	sra unknown_contigs	SRX2651975	other	2017-03-17	46	17	SRR5355750	SRS2057165	SRP102089	GSM2542683	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615418	sra unknown_contigs	SRX2651974	other	2017-03-17	36	12	SRR5355749	SRS2057166	SRP102089	GSM2542682	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615415	sra unknown_contigs	SRX2651977	other	2017-03-17	26	10	SRR5355752	SRS2057167	SRP102089	GSM2542685	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615414	sra unknown_contigs	SRX2651980	other	2017-03-17	27	9	SRR5355755	SRS2057168	SRP102089	GSM2542688	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615419	sra unknown_contigs	SRX2651973	other	2017-03-17	59	22	SRR5355748	SRS2057169	SRP102089	GSM2542681	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615588	sra unknown_contigs	SRX2651979	other	2017-03-17	74	28	SRR5355754	SRS2057170	SRP102089	GSM2542687	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615409	sra	SRX2651978	other	2017-03-17	48	18	SRR5355753	SRS2057171	SRP102089	GSM2542686	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615413	sra unknown_contigs	SRX2651981	other	2017-03-17	46	16	SRR5355756	SRS2057172	SRP102089	GSM2542689	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615416	sra unknown_contigs	SRX2651976	other	2017-03-17	51	19	SRR5355751	SRS2057173	SRP102089	GSM2542684	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615587	sra unknown_contigs	SRX2651985	other	2017-03-17	35	11	SRR5355760	SRS2057174	SRP102089	GSM2542693	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615411	sra unknown_contigs	SRX2651983	other	2017-03-17	42	17	SRR5355758	SRS2057175	SRP102089	GSM2542691	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615410	sra unknown_contigs	SRX2651984	other	2017-03-17	31	11	SRR5355759	SRS2057176	SRP102089	GSM2542692	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615585	sra unknown_contigs	SRX2651987	other	2017-03-17	77	29	SRR5355762	SRS2057177	SRP102089	GSM2542695	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615586	sra unknown_contigs	SRX2651986	other	2017-03-17	30	9	SRR5355761	SRS2057178	SRP102089	GSM2542694	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615583	sra unknown_contigs	SRX2651989	other	2017-03-17	49	19	SRR5355764	SRS2057179	SRP102089	GSM2542697	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615412	sra unknown_contigs	SRX2651982	other	2017-03-17	35	13	SRR5355757	SRS2057180	SRP102089	GSM2542690	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615584	sra unknown_contigs	SRX2651988	other	2017-03-17	27	9	SRR5355763	SRS2057181	SRP102089	GSM2542696	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615582	sra	SRX2651990	other	2017-03-17	29	9	SRR5355765	SRS2057182	SRP102089	GSM2542698	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06615581	sra unknown_contigs	SRX2651991	other	2017-03-17	35	11	SRR5355766	SRS2057183	SRP102089	GSM2542699	pDC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
